priority,item_id,title,category_id,category_path,schema_aspects,present,missing_required,missing_recommended,missing_required_names,missing_recommended_names
7,256510047946,"Universal Tool Ice Tempered S Steel Salon Hairdressing Barber Scissor 7.5 inch",101915,"Health & Beauty|Salon & Spa Equipment|Scissors & Shears",17,10,0,7,,"Suitable For; Hair Type; Manufacturer Warranty; Shape; Department; Unit Quantity; Unit Type"
7,256510047955,"Home Essentials Manicure Pedicure Foot Scrubber Foot File Callus Remover - Blue",11872,"Health & Beauty|Nail Care, Manicure & Pedicure|Nail Care Tools|Manicure & Pedicure Tools & Kits",16,9,0,7,,"Set Includes; Power Source; Power; Personalize; Personalization Instructions; Unit Quantity; Unit Type"
7,256510048042,"Hiking Companion Whistles Emergency Survival Tools 105 dB Rating",181414,"Sporting Goods|Camping & Hiking|Outdoor Survival Gear|Safety Whistles",17,10,0,7,,"Number in Pack; Decibel Output; Suitable For; California Prop 65 Warning; Item Weight; Unit Quantity; Unit Type"
7,256510048094,"SE JT-GT26 Small Precious Metal Testing Stone",262020,"Jewelry & Watches|Jewelry Care, Design & Repair|Jewelry Tools & Workbenches",12,5,0,7,,"Suitable For; Set Includes; Country of Origin; Seller Warranty; MPN; Unit Quantity; Unit Type"
7,256514435510,"GEAR AID Tenacious Tape No-Sew Mini Repair Patches for Jackets, Tents 1.5""x2.5""",36120,"Sporting Goods|Camping & Hiking|Tents & Canopies|Tent & Canopy Accessories",16,9,0,7,,"Features; Number in Pack; Mounting Type; Country of Origin; California Prop 65 Warning; Unit Quantity; Unit Type"
7,256525915668,"Stainless Steel Scissors Heavy Duty 6 inch Blade Blunt Tip",28171,"Crafts|Sewing|Cutting Tools|Dressmaker's Scissors & Shears",12,5,0,7,,"Blade Size; Cut Type; Suitable For; Blade Material; California Prop 65 Warning; Unit Quantity; Unit Type"
7,256525915669,"Collapsible Water Storage Carrier with Handle 5 Gallon",181409,"Sporting Goods|Camping & Hiking|Water Bottles & Hydration|Water Carriers",19,12,0,7,,"Top Type; Set Includes; California Prop 65 Warning; Item Weight; Manufacturer Warranty; Unit Quantity; Unit Type"
7,256525915705,"Universal Heavy Duty Leather Hollow Punch Set - 6pc",50380,"Home & Garden|Tools & Workshop Equipment|Hand Tools|Punches",17,10,0,7,,"Manufacturer Warranty; Item Width; Item Length; Item Diameter; California Prop 65 Warning; Unit Quantity; Unit Type"
7,256525915723,"Tailors Stork Craft Scissors Straight Sharp Tip - 3.5 inch",28171,"Crafts|Sewing|Cutting Tools|Dressmaker's Scissors & Shears",12,5,0,7,,"Blade Size; Cut Type; Suitable For; Blade Material; California Prop 65 Warning; Unit Quantity; Unit Type"
7,256525915854,"Bald Eagle Dagger 3pc American Flag Knife Collector Set",73522,"Collectibles|Knives, Swords & Blades|Collectible Fixed Blade Knives|Modern Fixed Blade|Factory Manufactured",15,8,0,7,,"Blade Color; Blade Type; Tang; Handle Material; Blade Edge; Original/Reproduction; Dexterity"
7,256525915885,"Retractable Sewing Tape Measure 60 inch Tailor Seamstress Accessory",28171,"Crafts|Sewing|Cutting Tools|Dressmaker's Scissors & Shears",12,5,0,7,,"Blade Size; Cut Type; Suitable For; Blade Material; California Prop 65 Warning; Unit Quantity; Unit Type"
6,256508244435,"(2 Piece) ASR Outdoor Plastic Funnel Set with Key Chains for Camping Hiking",178055,"Home & Garden|Kitchen, Dining & Bar|Kitchen Tools & Gadgets|Funnels",18,12,0,6,,"Number of Items in Set; Making Method; Item Diameter; Item Depth; Unit Quantity; Unit Type"
6,256508244454,"ASR Outdoor Emergency Poncho Green Polyethylene Rain Gear Camping One Size",181415,"Sporting Goods|Camping & Hiking|Outdoor Survival Gear|Other Outdoor Survival Gear",18,12,0,6,,"Suitable For; Set Includes; Vintage; Item Weight; Unit Quantity; Unit Type"
6,256508244456,"Shear Scissors Blades Sharp Heat Treated Thread Nipper 4.25 inches",28171,"Crafts|Sewing|Cutting Tools|Dressmaker's Scissors & Shears",12,6,0,6,,"Blade Size; Cut Type; Suitable For; Blade Material; Unit Quantity; Unit Type"
6,256509144739,"Sapphire Nail File Manicure Pedicure Tool Beauty and Personal Care",178960,"Health & Beauty|Nail Care, Manicure & Pedicure|Nail Care Tools|Electric Files & Tools",14,8,0,6,,"Power Source; Set Includes; Power; California Prop 65 Warning; Unit Quantity; Unit Type"
6,256510041735,"KidPlay Karaoke Keyboard - Blue",64602,"Musical Instruments & Gear|Karaoke Entertainment|Karaoke Systems",12,6,0,6,,"Items Included; Features; California Prop 65 Warning; Manufacturer Warranty; Unit Quantity; Unit Type"
6,256510047656,"ToolTreaux Hook and Pick Precision Automotive Tool Set Puller Removers 6 Pieces",303,"Home & Garden|Tools & Workshop Equipment|Hand Tools|Other Hand Tools",17,11,0,6,,"Number of Pieces; Manufacturer Warranty; Item Diameter; Item Weight; Unit Quantity; Unit Type"
6,256510047684,"Safety Goggles Eye Protection",67019,"Business & Industrial|Facility Maintenance & Safety|Personal Protective Equipment (PPE)|Safety Glasses & Goggles",11,5,0,6,,"Lens Color; Frame Style; Lens Treatment; Glasses Size; Unit Quantity; Unit Type"
6,256510047696,"Ceramic Non-Metal Micro Striker Create Sparks Emergency Fire Starter",166126,"Sporting Goods|Camping & Hiking|Outdoor Survival Gear|Fire Starters",17,11,0,6,,"Number in Pack; Suitable For; California Prop 65 Warning; Item Weight; Unit Quantity; Unit Type"
6,256510047987,"JoJo Siwa Brush Buddies Kids Toothbrush Ultra Soft Bristles with Plastic Cap",67421,"Health & Beauty|Oral Care|Standard Toothbrushes",14,8,0,6,,"Department; Handle Material; Bristle Material; Manufacturer Warranty; Unit Quantity; Unit Type"
6,256510048012,"ASR Outdoor First Aid Bug Out Emergency Light Mylar Foil Space Blanket",181412,"Sporting Goods|Camping & Hiking|Outdoor Survival Gear|Emergency Blankets",19,13,0,6,,"EPA Registration Number; Number in Pack; Suitable For; Item Weight; Unit Quantity; Unit Type"
6,256510048047,"Disney Pixar Incredibles 2 Personalized Pencils Hero Super Star Awesome 6 Pack",102953,"Home & Garden|School Supplies|Pens & Pencils",13,7,0,6,,"Character Family; Theme; Style; Pattern; Unit Quantity; Unit Type"
6,256510048082,"Universal Hobby Automatic Spring Loaded Center Punch Brass Body Hole Marker",50380,"Home & Garden|Tools & Workshop Equipment|Hand Tools|Punches",17,11,0,6,,"Number of Pieces; Manufacturer Warranty; Item Diameter; Item Weight; Unit Quantity; Unit Type"
6,256525915661,"Universal Tool Graphite Crucible for Melting Gold and Silver (Many Sizes)",31726,"Crafts|Beads & Jewelry Making|Other Beads & Jewelry Making",8,2,0,6,,"Handmade; MPN; Country of Origin; California Prop 65 Warning; Unit Quantity; Unit Type"
6,256525915753,"ASR Outdoor Collectible Dagger Bowie Knife Etched Bear Sheath Ergonomic Handle",73522,"Collectibles|Knives, Swords & Blades|Collectible Fixed Blade Knives|Modern Fixed Blade|Factory Manufactured",15,9,0,6,,"Blade Color; Blade Type; Tang; Blade Edge; Original/Reproduction; Dexterity"
6,256525915831,"9 Pocket Tool Belt Pouch Heavy Duty Suede Leather For Hammer Nails, Pink",42362,"Home & Garden|Tools & Workshop Equipment|Tool Boxes & Storage|Tool Bags, Belts & Pouches",19,13,0,6,,"Number of Items; Manufacturer Warranty; Item Diameter; Item Weight; Unit Quantity; Unit Type"
6,256525915864,"Magnetic Separator Pick Up Tool Industrial Quality 8 lbs Quick Release Handle -",262020,"Jewelry & Watches|Jewelry Care, Design & Repair|Jewelry Tools & Workbenches",12,6,0,6,,"Suitable For; Set Includes; Seller Warranty; California Prop 65 Warning; Unit Quantity; Unit Type"
6,256525915894,"(24 Pack) Emergency Blanket Insulated Thermal Reflector Retains Body Heat",181415,"Sporting Goods|Camping & Hiking|Outdoor Survival Gear|Other Outdoor Survival Gear",18,12,0,6,,"Suitable For; Set Includes; Vintage; Item Weight; Unit Quantity; Unit Type"
5,254735968039,"GEAR AID Tenacious Tape Ripstop Nylon Repair Tape for Fabric and Vinyl, 3"" x 20""",36120,"Sporting Goods|Camping & Hiking|Tents & Canopies|Tent & Canopy Accessories",16,11,0,5,,"Number in Pack; Mounting Type; California Prop 65 Warning; Unit Quantity; Unit Type"
5,255033244446,"Chefs Kitchen Home Knife Sharpening T13 Steel Rod Industrial Grade - 12 inch",116005,"Home & Garden|Kitchen, Dining & Bar|Kitchen Tools & Gadgets|Sharpeners",12,7,0,5,,"Country of Origin; Making Method; California Prop 65 Warning; Unit Quantity; Unit Type"
5,256462820576,"Jumbo Aluminum Utility Carabiner With Grip - Blue 7 Inch",13362,"Sporting Goods|Fitness, Running & Yoga|Other Fitness, Running & Yoga",10,5,0,5,,"Performance/Activity; Type; California Prop 65 Warning; Unit Quantity; Unit Type"
5,256508244345,"Universal Utility Cable Zip Tie Cable White 4MM 100pk 12in",181076,"Home & Garden|Other Home & Garden",7,2,0,5,,"Style; California Prop 65 Warning; Country of Origin; Unit Quantity; Unit Type"
5,256508244425,"Universal Tool Texturising Hammer Dual Face Square Stripe Patterns Wooden Handle",262020,"Jewelry & Watches|Jewelry Care, Design & Repair|Jewelry Tools & Workbenches",12,7,0,5,,"Suitable For; Set Includes; Seller Warranty; Unit Quantity; Unit Type"
5,256508244429,"Basic Pottery Kit Clay Molding Hobby Arts and Craft Tool Set for Beginners 8pc",116496,"Crafts|Sculpting, Molding & Ceramics|Ceramics & Pottery|Pottery Tools & Sets",10,5,0,5,,"Suitable For; Handmade; California Prop 65 Warning; Unit Quantity; Unit Type"
5,256509144757,"GEAR AID Tenacious Tape Patches Vinyl, Fabric Repair, Clear, 3"" x 5"" Patches",177895,"Sporting Goods|Tactical & Duty Gear|Tactical Patches",13,8,0,5,,"Visible Logo; Number of Items in Set; Theme; Features; California Prop 65 Warning"
5,256510041680,"GEAR AID Revivex Suede, Nubuck and Fabric Boot Care Kit with Protector Spray",27362,"Sporting Goods|Camping & Hiking|Clothing|Other Camping, Hiking Clothing",8,3,0,5,,"Gender; Country of Origin; California Prop 65 Warning; Unit Quantity; Unit Type"
5,256510041765,"GEAR AID Revivex Boot, Shoe Cleaner, Leather Suede Fabric, Concentrated, 4 fl oz",28133,"Crafts|Leathercrafts|Leathercraft Tools|Other Leather Tools",9,4,0,5,,"Unit of Sale; Handmade; California Prop 65 Warning; Unit Quantity; Unit Type"
5,256510048039,"ToolTreaux 10X Jewelers Loupe 25mm Diameter Glass Lens Magnifier Plastic",262020,"Jewelry & Watches|Jewelry Care, Design & Repair|Jewelry Tools & Workbenches",12,7,0,5,,"Suitable For; Set Includes; Seller Warranty; Unit Quantity; Unit Type"
5,256510048055,"Universal Home 100 Count 4"" Cable Wire Hose Zip Ties",57007,"Business & Industrial|Fasteners & Hardware|Clamps, Ties & Cords|Cable Ties",16,11,0,5,,"Tensile Strength; Unit Quantity; Unit Type; Number in Pack; Manufacturer Warranty"
5,256512067987,"Universal Safety Disposable Vest High Visibility One Size Fits Most Orange",183080,"Crafts|Art Supplies|Collage Supplies",8,3,0,5,,"Theme; Handmade; California Prop 65 Warning; Unit Quantity; Unit Type"
5,256513894850,"Dual Sided 12pc Wax Clay Carving Pick Spatula Tool Set with Case Arts and Crafts",116496,"Crafts|Sculpting, Molding & Ceramics|Ceramics & Pottery|Pottery Tools & Sets",10,5,0,5,,"Suitable For; Handmade; California Prop 65 Warning; Unit Quantity; Unit Type"
5,256525915637,"Jumbo Aluminum Utility Carabiner With Grip - Green 7 Inch",13362,"Sporting Goods|Fitness, Running & Yoga|Other Fitness, Running & Yoga",10,5,0,5,,"Performance/Activity; Type; California Prop 65 Warning; Unit Quantity; Unit Type"
5,256525915671,"ASR Outdoor Prospecting Magnifying Tweezer & Vial Kit - 4x Magnification",11704,"Home & Garden|Tools & Workshop Equipment|Other Tools & Workshop Equipment",10,5,0,5,,"Expiration Date; California Prop 65 Warning; Country of Origin; Unit Quantity; Unit Type"
5,256525915734,"ASR Outdoor Green Glow Sticks - 3 Pack",159091,"Sporting Goods|Camping & Hiking|Flashlights, Lanterns & Lights|Glow Sticks",16,11,0,5,,"Item Weight; California Prop 65 Warning; Operating Time; Unit Quantity; Unit Type"
5,256525915895,"Compact Eye Glass Repair Case Kit 11pc",117039,"Jewelry & Watches|Watches, Parts & Accessories|Parts, Tools & Guides|Tools & Repair Kits",10,5,0,5,,"Personalize; California Prop 65 Warning; Personalization Instructions; Unit Quantity; Unit Type"
5,256525922766,"Jumbo Aluminum Utility Carabiner With Grip - Pink 7 Inch",13362,"Sporting Goods|Fitness, Running & Yoga|Other Fitness, Running & Yoga",10,5,0,5,,"Performance/Activity; Type; California Prop 65 Warning; Unit Quantity; Unit Type"
5,256525927096,"Jumbo Aluminum Utility Carabiner With Grip - Silver 7 Inch",13362,"Sporting Goods|Fitness, Running & Yoga|Other Fitness, Running & Yoga",10,5,0,5,,"Performance/Activity; Type; California Prop 65 Warning; Unit Quantity; Unit Type"
5,256526374832,"Jumbo Aluminum Utility Carabiner with Grip - Black 7 Inch",13362,"Sporting Goods|Fitness, Running & Yoga|Other Fitness, Running & Yoga",10,5,0,5,,"Performance/Activity; Type; California Prop 65 Warning; Unit Quantity; Unit Type"
4,254735978393,"GEAR AID Aquaseal SR Shoe and Boot Repair Adhesive, Clear Glue, 1 oz",106124,"Clothing, Shoes & Accessories|Specialty|Clothing & Shoe Care|Shoe Care & Repair|Shoe Repair",6,2,0,4,,"Country of Origin; California Prop 65 Warning; Unit Quantity; Unit Type"
4,256110410273,"GEAR AID Revivex Instant Waterproofing Spray, Tents, Shoes, Outdoor Fabric, 5 oz",27362,"Sporting Goods|Camping & Hiking|Clothing|Other Camping, Hiking Clothing",8,4,0,4,,"Color; Gender; Unit Quantity; Unit Type"
4,256446183341,"GEAR AID Revivex Pro Cleaner for GORE-TEX Jackets, Tents, Outdoor Gear, 10 fl oz",27362,"Sporting Goods|Camping & Hiking|Clothing|Other Camping, Hiking Clothing",8,4,0,4,,"Gender; California Prop 65 Warning; Unit Quantity; Unit Type"
4,256446186491,"GEAR AID Seam Grip FC Fast Cure Sealant for Tents, Clear, 2 fl oz, 2 pack",183125,"Crafts|Multi-Purpose Craft Supplies|Adhesives & Tape|Other Adhesives & Tape",8,4,0,4,,"Handmade; California Prop 65 Warning; Unit Quantity; Unit Type"
4,256462817220,"ASR Outdoor Riffled Rubber Sluice Box Matting. 27"" x 10""",26261,"Business & Industrial|Other Business & Industrial",8,4,0,4,,"Expiration Date; California Prop 65 Warning; Unit Quantity; Unit Type"
4,256494150722,"GEAR AID Wetsuit Cleaner and Conditioner for Neoprene, Concentrated, Odor Kit",29574,"Sporting Goods|Water Sports|Wetsuits & Drysuits|Other Wetsuits & Drysuits",8,4,0,4,,"Country of Origin; California Prop 65 Warning; Unit Quantity; Unit Type"
4,256508244305,"Double Ended Stainless Steel Spatula",185171,"Business & Industrial|Healthcare, Lab & Dental|Handpieces & Instruments|Other Handpieces & Instruments",9,5,0,4,,"Intended Use/Discipline; Expiration Date; Unit Quantity; Unit Type"
4,256508244391,"Medical Lightweight Diagnostic Non Chill Single Head Stethoscope 30in Universal",183080,"Crafts|Art Supplies|Collage Supplies",8,4,0,4,,"Theme; Handmade; Unit Quantity; Unit Type"
4,256508244394,"ToolTreaux Straight Blade Stainless Steel Stork Embroidery Scissors - 3.5 Inch",183191,"Crafts|Needlecrafts & Yarn|Embroidery & Cross Stitch|Hand Embroidery Tools & Accs|Embroidery Scissors",12,8,0,4,,"Blade Size; Shape; Unit Quantity; Unit Type"
4,256510041695,"SE AB12 Acid Brush Set, 1/2""",183161,"Crafts|Home Arts & Crafts|Woodworking|Other Woodworking Supplies",8,4,0,4,,"Wood Type; California Prop 65 Warning; Unit Quantity; Unit Type"
4,256510041697,"GEAR AID Seam Grip FC Fast Cure Sealant for Tents, Clear, 2 fl oz",183125,"Crafts|Multi-Purpose Craft Supplies|Adhesives & Tape|Other Adhesives & Tape",8,4,0,4,,"Handmade; California Prop 65 Warning; Unit Quantity; Unit Type"
4,256510041753,"GEAR AID Anti-Fog Spray for All Goggles, Masks and Eyewear, 0.5 fl oz",27362,"Sporting Goods|Camping & Hiking|Clothing|Other Camping, Hiking Clothing",8,4,0,4,,"Gender; California Prop 65 Warning; Unit Quantity; Unit Type"
4,256510047593,"Gray Duct Tape 2 Inch Wide High Quality Adhesive Gear - 30ft Roll",183125,"Crafts|Multi-Purpose Craft Supplies|Adhesives & Tape|Other Adhesives & Tape",8,4,0,4,,"Handmade; California Prop 65 Warning; Unit Quantity; Unit Type"
4,256510047596,"GEAR AID Care Kit with Revivex Pro Cleaner and Durable Water Repellent Spray",8504,"Sporting Goods|Camping & Hiking|Other Camping & Hiking",7,3,0,4,,"Country of Origin; California Prop 65 Warning; Unit Quantity; Unit Type"
4,256510047616,"GEAR AID Care Kit with Pro Cleaner,Water Repellent Spray and Mini Patches",8504,"Sporting Goods|Camping & Hiking|Other Camping & Hiking",7,3,0,4,,"Country of Origin; California Prop 65 Warning; Unit Quantity; Unit Type"
4,256510047618,"Universal 5pc Hobby Tweezer Set Stainless Steel",122718,"Crafts|Multi-Purpose Craft Supplies|Crafting Tools|Craft Tweezers",7,3,0,4,,"Handmade; California Prop 65 Warning; Unit Quantity; Unit Type"
4,256510047661,"GEAR AID Care Kit with Pro Cleaner, Wash-In Water Repellent and Mini Patches",8504,"Sporting Goods|Camping & Hiking|Other Camping & Hiking",7,3,0,4,,"Country of Origin; California Prop 65 Warning; Unit Quantity; Unit Type"
4,256510047704,"GEAR AID Wash-in Water Repellent, Concentrated Formula for Outerwear, 10 fl oz",27362,"Sporting Goods|Camping & Hiking|Clothing|Other Camping, Hiking Clothing",8,4,0,4,,"Gender; California Prop 65 Warning; Unit Quantity; Unit Type"
4,256510047945,"Spatula Wax Carver Ceramic Pottery Double Ended Tool Set",183319,"Crafts|Sculpting, Molding & Ceramics|Other Sculpting Supplies",7,3,0,4,,"Handmade; California Prop 65 Warning; Unit Quantity; Unit Type"
4,256510048004,"GEAR AID Sea Buff Dive Mask and Slate Cleaner, 1.25 fl oz",29574,"Sporting Goods|Water Sports|Wetsuits & Drysuits|Other Wetsuits & Drysuits",8,4,0,4,,"Size; California Prop 65 Warning; Unit Quantity; Unit Type"
4,256510048040,"GEAR AID Aquaseal FD and Tenacious Tape Kit for Wader and Vinyl Repair, 0.25 oz",177876,"Sporting Goods|Hunting|Clothing, Shoes & Accessories|Waders",10,6,0,4,,"Gender; Features; Country of Origin; California Prop 65 Warning"
4,256510048045,"GEAR AID Revivex Down Care Kit w/ Down Cleaner, Water Repellent, Repair Patches",8504,"Sporting Goods|Camping & Hiking|Other Camping & Hiking",7,3,0,4,,"Country of Origin; California Prop 65 Warning; Unit Quantity; Unit Type"
4,256510048062,"Portable UV Black Light with LED Flashlight Verify IDS Passports Cards",16037,"Sporting Goods|Camping & Hiking|Flashlights, Lanterns & Lights|Flashlights",28,24,0,4,,"Voltage; Personalize; IP Rating; Personalization Instructions"
4,256525915634,"Spatula Wax Carver Ceramic Pottery Double Ended Tool Set for Crafts Sewing 7pc",183319,"Crafts|Sculpting, Molding & Ceramics|Other Sculpting Supplies",7,3,0,4,,"Handmade; California Prop 65 Warning; Unit Quantity; Unit Type"
4,256525915684,"Hook and Loop Self Adhesive Sewing Tape 40 Inch 3/4 Wide for Arts Crafts - Black",75564,"Crafts|Multi-Purpose Craft Supplies|Other Multi-Purpose Crafting",8,4,0,4,,"Handmade; California Prop 65 Warning; Unit Quantity; Unit Type"
4,256525915687,"Home Hobby Chasing & Goldsmith Hammer",183133,"Crafts|Leathercrafts|Leathercraft Tools|Hammer & Mallets",8,4,0,4,,"Handmade; California Prop 65 Warning; Unit Quantity; Unit Type"
4,256525915691,"Paper Trimmer 12 Inch Cutting Board Magnetic with Grid Guide Base",183235,"Crafts|Scrapbooking & Paper Crafts|Scrapbooking|Scrapbooking Tools|Paper Trimmers",7,3,0,4,,"Handmade; California Prop 65 Warning; Unit Quantity; Unit Type"
4,256525915701,"7 Function Deluxe Heavy Duty Camping Utensil Multi Tool",75236,"Sporting Goods|Camping & Hiking|Camping Knives & Tools|Multi-Tools",20,16,0,4,,"California Prop 65 Warning; Manufacturer Warranty; Unit Quantity; Unit Type"
4,256525915707,"Tenacious Tape Fabric Repair Mini Patches Outdoor Hiking - Black",177895,"Sporting Goods|Tactical & Duty Gear|Tactical Patches",13,9,0,4,,"Visible Logo; Number of Items in Set; Theme; California Prop 65 Warning"
4,256525915709,"Barbie Gold Star Earrings",19172,"Toys & Hobbies|Preschool Toys & Pretend Play|Dress-Up, Costumes",9,5,0,4,,"Age Level; Recommended Age Range; California Prop 65 Warning; Vintage"
4,256525915721,"Hobby Knife Precision Set for Cutting Sculpting Craft Hobby& DIY - 3 Handles &",75564,"Crafts|Multi-Purpose Craft Supplies|Other Multi-Purpose Crafting",8,4,0,4,,"Handmade; California Prop 65 Warning; Unit Quantity; Unit Type"
4,256525915725,"22K Gold Marking Stamp for Jewelry Metalworking Arts and Crafts",31726,"Crafts|Beads & Jewelry Making|Other Beads & Jewelry Making",8,4,0,4,,"Handmade; California Prop 65 Warning; Unit Quantity; Unit Type"
4,256525915745,"Disney Princess Girls Deluxe Hair Accessory Backpack Set - Pink",19172,"Toys & Hobbies|Preschool Toys & Pretend Play|Dress-Up, Costumes",9,5,0,4,,"Age Level; Recommended Age Range; California Prop 65 Warning; Vintage"
4,256525915748,"4 Prong Metal Pick-Up Tool Hobby Crafts Jewelry Making with Case 4.5 Inch",31726,"Crafts|Beads & Jewelry Making|Other Beads & Jewelry Making",8,4,0,4,,"Handmade; California Prop 65 Warning; Unit Quantity; Unit Type"
4,256525915756,"Universal Diamond Knife and Blade Sharpening Block Set 3 Piece",116005,"Home & Garden|Kitchen, Dining & Bar|Kitchen Tools & Gadgets|Sharpeners",12,8,0,4,,"Making Method; California Prop 65 Warning; Unit Quantity; Unit Type"
4,256525915783,"Crew Socks One Size Fits Most Southwest Pattern Blue",181362,"Sporting Goods|Camping & Hiking|Clothing|Men's|Socks",10,6,0,4,,"EPA Registration Number; California Prop 65 Warning; Unit Quantity; Unit Type"
4,256525915798,"Universal Hobby Mini Bead Crimping Pliers Carbon Steel Jewelry Making Tool",134765,"Crafts|Beads & Jewelry Making|Beading & Jewelry Making Tools|Jewelry Pliers & Shears",9,5,0,4,,"Handmade; California Prop 65 Warning; Unit Quantity; Unit Type"
4,256525915807,"ASR Outdoor Jumbo Carabiner - 6.5"" Dark Blue",3628,"Collectibles|Pez, Keychains, Promo Glasses|Keychains|Modern (1970-Now)",8,4,0,4,,"Character Family; Era; Theme; California Prop 65 Warning"
4,256525915861,"Kidplokio RC Remote Control Dinosaur T Rex Toys for Boys, LED Lights Sounds,",84912,"Toys & Hobbies|Radio Control & Control Line|Remote-Controlled Toys",11,7,0,4,,"Toy Type; Age Range; Age Level; Vintage"
3,254735959828,"GEAR AID Aquaseal FD Flexible Repair Adhesive for Outdoor Gear and Vinyl, Clear",29574,"Sporting Goods|Water Sports|Wetsuits & Drysuits|Other Wetsuits & Drysuits",8,5,0,3,,"California Prop 65 Warning; Unit Quantity; Unit Type"
3,256201111293,"GEAR AID Revivex Durable Water Repellent Spray for Reproofing Jackets, 10.5 oz",310,"Sporting Goods|Other Sporting Goods",7,4,0,3,,"California Prop 65 Warning; Unit Quantity; Unit Type"
3,256444840061,"Aluminum Colored Carabiner Key Chain Spring Clip Medium Size Assorted Colors 6pk",50814,"Sporting Goods|Outdoor Sports|Climbing & Caving|Carabiners & Hardware",9,6,0,3,,"Product Type; Size; Shape"
3,256446183331,"GEAR AID Care Kit with Revivex Pro Cleaner & 16oz Durable Water Repellent Spray",8504,"Sporting Goods|Camping & Hiking|Other Camping & Hiking",7,4,0,3,,"California Prop 65 Warning; Unit Quantity; Unit Type"
3,256446183347,"GEAR AID Revivex Cleaner & Conditioner for BCD SCUBA and Dive Equipment 10 fl oz",29574,"Sporting Goods|Water Sports|Wetsuits & Drysuits|Other Wetsuits & Drysuits",8,5,0,3,,"California Prop 65 Warning; Unit Quantity; Unit Type"
3,256446183413,"GEAR AID Seam Grip Silicone Sealant for Silnylon Tents and Tarps, Clear 1.5 oz",8504,"Sporting Goods|Camping & Hiking|Other Camping & Hiking",7,4,0,3,,"California Prop 65 Warning; Unit Quantity; Unit Type"
3,256446183433,"SE GP-SB32 Prospector's Choice Green Lightweight Sluice Box, 30""",163824,"Business & Industrial|Test, Measurement & Inspection|Test Meters & Detectors|Metal Detector Accessories",8,5,0,3,,"Country of Origin; Unit Quantity; Unit Type"
3,256446183460,"Deluxe 9 Piece Wood Burning Pen Tool Hobby & Craft Kit",183150,"Crafts|Home Arts & Crafts|Woodworking|Wood Burning Pens",6,3,0,3,,"California Prop 65 Warning; Unit Quantity; Unit Type"
3,256446183524,"GEAR AID Tenacious Tape Iron-On Neoprene Wetsuit Repair Patch, 6""x 10"", Black",29574,"Sporting Goods|Water Sports|Wetsuits & Drysuits|Other Wetsuits & Drysuits",8,5,0,3,,"California Prop 65 Warning; Unit Quantity; Unit Type"
3,256485432774,"GEAR AID Op Drops Anti-Fog and Lens Cleaner for Eyewear and Optics, 0.25 oz",27362,"Sporting Goods|Camping & Hiking|Clothing|Other Camping, Hiking Clothing",8,5,0,3,,"California Prop 65 Warning; Unit Quantity; Unit Type"
3,256508244326,"ASR Outdoor 6mm Sling Shot Ball Bearings Steel 50 Piece Set",117141,"Sporting Goods|Outdoor Sports|Air Guns & Slingshots|Slingshots",10,7,0,3,,"Suitable For; Unit Quantity; Unit Type"
3,256508244342,"Universal Tool Stainless Steel Tweezer Set Assorted Tips Precision Tools - 4pc",122718,"Crafts|Multi-Purpose Craft Supplies|Crafting Tools|Craft Tweezers",7,4,0,3,,"Handmade; Unit Quantity; Unit Type"
3,256508244367,"SE Paper Trimmer 12 Inch Cutting Board Magnetic with Grid Guide Base",183235,"Crafts|Scrapbooking & Paper Crafts|Scrapbooking|Scrapbooking Tools|Paper Trimmers",7,4,0,3,,"Handmade; Unit Quantity; Unit Type"
3,256508244370,"8 Pc Template Stencil Set Drawing Arts and Crafts Ovals Circles Squares",183100,"Crafts|Art Supplies|Painting Supplies|Painting Tools & Accessories|Painting Stencils",8,5,0,3,,"Handmade; Unit Quantity; Unit Type"
3,256508244390,"Outdoor Camping Dry Sack 40L Waterproof Bag, 9 Inch Diameter Around",29576,"Sporting Goods|Water Sports|Scuba & Snorkeling|Gear Bags",7,4,0,3,,"California Prop 65 Warning; Unit Quantity; Unit Type"
3,256508244398,"Zak Tool Universal Handcuff Key Pocket Pen Security Device ZT-14, Black",39665,"Collectibles|Historical Memorabilia|Police|Handcuffs & Keys",6,3,0,3,,"Signed; California Prop 65 Warning; Organization"
3,256508244422,"Gear Aid Wash-In Odor Eliminator - 1 Gallon",27363,"Sporting Goods|Camping & Hiking|Hiking Gear|Other Hiking Gear",6,3,0,3,,"California Prop 65 Warning; Unit Quantity; Unit Type"
3,256508244500,"Universal Water Bottle Holder With Blue Aluminum Carabiner Clip Attachment",50814,"Sporting Goods|Outdoor Sports|Climbing & Caving|Carabiners & Hardware",9,6,0,3,,"Product Type; Size; Shape"
3,256510041710,"32 Sheet Disappearing Notebook Dissolving Message Note Pad - Reflection Paper",20164,"Business & Industrial|Office|Office Supplies|Paper Products|Note Pads",8,5,0,3,,"Sheet Size; Personalize; Personalization Instructions"
3,256510041712,"GEAR AID Revivex Suede Protector, Water Repellent for Shoe, Boots, 4 fl oz, 2pk",8504,"Sporting Goods|Camping & Hiking|Other Camping & Hiking",7,4,0,3,,"California Prop 65 Warning; Unit Quantity; Unit Type"
3,256510041723,"ASR Outdoor ASRO85GSS-359 Sand Scoop for Metal Detecting",163824,"Business & Industrial|Test, Measurement & Inspection|Test Meters & Detectors|Metal Detector Accessories",8,5,0,3,,"Model; Unit Quantity; Unit Type"
