numeric_id,title,product_type,category,body_len,weak_source,body_snippet
10099850772780,"Non-Metallic Zirconia Ceramic Mini Survival Razor Blade, Wear-Resistant and Non-Dulling",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools > Hunting & Survival Knives",2039,,"Non-Metallic Covert Zirconia Ceramic Razor Blade was designed as a low profile survival knife that has been adopted for every day carry as it is easily carried without any added bu"
10099858768172,"Mini Folding Ceramic Razor Blade Survival Tool EDC Gear",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools > Hunting & Survival Knives",1848,,"CERAMIC RAZOR BLADE - The ceramic blade is lightweight and very sharp; easy to use flip out design makes it perfect for survival and escape needs SERE AND SURVIVAL KIT - The Foldin"
10100504035628,"Mini Logo EDC Small Pocket Knife Multitool (4 Colors)",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools > Hunting & Survival Knives > Locking Blade Knives",2220,,"EDC POCKET KNIFE: Featuring a tweezer, toothpick nail file, knife blade, scissors and keyring, this ASR Outdoor mini pocket knife is ready for adventure; great for camping and ever"
10101810626860,"6pk Large Aluminum Carabiner Spring Clip with Keychain (3.25 Inches, Assorted Colors)",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools",1269,,"Value Pack: Includes 6 aluminum carabiners with 6 matching key rings Compact Size: Each measures 3.25"" x 8mm for easy carrying Lightweight & Durable: Strong aluminum construction b"
10157710999852,"Kids 8X High-Res Optics Compact Binoculars Outdoor Travel Gift with Lanyard, Blue",Survival/Camping,"Cameras & Optics > Optics > Binoculars",1171,,"Equip your young adventurer with the ASR Outdoor Blue Kids Binoculars, designed for real outdoor exploration with durable, high-performance optics. Built for ages 3 -12, these comp"
10158773862700,"First Aid Kit in Plastic Waterproof Case Survival Gear Emergency Preparedness Item, 50pc",Survival/Camping,"Health & Beauty > Health Care > First Aid > First Aid Kits",2565,,"Have you ever found yourself in a situation where you needed emergency supplies but didn't have any on hand? These situations can range in urgency from a child needing a bandage fo"
10165489860908,"10 Inch Triple Riffle Gold Pan Gold Prospecting Equipment, Green","Gold Panning","Sporting Goods > Outdoor Recreation",1244,,"Recover more gold with confidence using the our Triple Riffle Gold Pan, designed to maximize gravity separation and help prospectors capture fine gold, flakes, and small nuggets wi"
10165513879852,"10 Inch Bottom Dual Riffle Gold Pan Gold Prospecting Equipment, Green","Gold Panning","Sporting Goods > Outdoor Recreation",1500,,"ASR Outdoor 10 inch dual riffle gold pan features deep side wall riffles for capturing larger gold nuggets or valuable materials, which are complemented by micro riffles on the bot"
10169362415916,"Dual Grit Knife Blade Sharpening Stones, 120/240 (2 Sizes)",Survival/Camping,"Home & Garden > Kitchen & Dining > Kitchen Appliances > Knife Sharpeners > Sharpening Stones",1384,,"Bring dull knives and tools back to life with our Dual Grit Sharpening Stone: the simple, reliable way to keep your blades razor sharp. Whether it's your camping knife, kitchen sci"
10246630015276,"Weather Resistant Nylon Rock Hounding Equipment Tool Bag with Shoulder Strap (18 x 8.5 x 11 inches)","Rock Hounding","Hardware > Hardware Accessories > Tool Storage & Organization > Tool Bags",1939,,"Rock Hounding Tool Bag is a rugged, weather resistant carry all designed for rock hounding, metal detecting and outdoor collecting adventures. Made from durable nylon with reinforc"
10246633947436,"4pc Premium Quality Aluminum Eye Loupe Set for Rock Hounding Geology Gold Prospecting (2.5X 5X 7.5X 10X)","Rock Hounding","Sporting Goods > Outdoor Recreation",1623,,"Discover the fine details hidden within rocks, minerals, fossils, and gemstones with this 4-Piece Aluminum Loupe Magnifier Set, an essential field tool for geologists, rock hounds,"
10246636929324,"20pc Complete Aluminum Storage Container Set for Rock Hounding Gold Prospecting Gemstones Geology","Rock Hounding","Sporting Goods > Outdoor Recreation",1495,,"Keep your finds protected and organized in the field with this Aluminum Storage Container Set, a practical accessory for rock hounding, geology field work, mineral collecting and g"
10246948356396,"3000 Lumen 5-Stage Rechargeable Flashlight with Adjustable Beam and SOS Mode Camping Gear, 7.5 Inches",Survival/Camping,"Hardware > Tools > Flashlights & Headlamps > Flashlights > Handheld Torches",2121,,"Light up your next adventure with the ASR Outdoor High-Powered Rechargeable LED Flashlight, a dependable lighting tool designed for camping, hiking, gold prospecting, rock hounding"
10246952878380,"2000 Lumen 5-Stage Rechargeable Flashlight with Adjustable Beam and SOS Mode Camping Gear, 7.5 Inches",Survival/Camping,"Hardware > Tools > Flashlights & Headlamps > Flashlights > Handheld Torches",1726,,"Light up your next adventure with the ASR Outdoor 2000 Lumen Rechargeable LED Flashlight, a dependable lighting tool designed for camping, hiking, gold prospecting, rock hounding, "
10246957728044,"Mini Stick On LED Lights 6 Pack Battery Operated Puck Lights with Magnet and Adhesive for Camping Gear RV Tool Boxes",Survival/Camping,"Hardware > Tools > Flashlights & Headlamps > Flashlights > Handheld Torches",1953,,"Add quick, convenient lighting wherever you need it with the ASR Outdoor Mini Stick-On LED Lights, a compact and versatile lighting solution for camping gear, RV storage, tool boxe"
10251979817260,"Waterproof Pocket Notebook All Weather Field Notes Journal (50 Sheets with Pencil)",Survival/Camping,"Office Supplies > General Office Supplies > Paper Products > Notebooks & Notepads > Pocket Notebooks",1915,,"Never let rain, mud, or harsh outdoor conditions stop you from recording important notes. The ASR Outdoor Waterproof Pocket Notebook is designed for adventurers, field professional"
10251985387820,"Stainless Steel Signaling Mirror – Emergency Survival Mirror for Hiking, Camping & Outdoor Safety",Survival/Camping,"Home & Garden > Emergency Preparedness > Emergency Tools & Kits",1851,,"Stay prepared for the unexpected with the ASR Outdoor Stainless Steel Signaling Mirror, a lightweight and durable tool designed for outdoor safety and emergency signaling. Compact "
10251991187756,"Waterproof Emergency Rain Poncho Lightweight Camping & Hiking Rain Protection (Clear, 1pk)",Survival/Camping,"Apparel & Accessories > Clothing > Outerwear > Coats & Jackets > Ponchos",1932,,"Be prepared when the weather changes unexpectedly with the ASR Outdoor Emergency Rain Poncho. Designed for portability and convenience, this lightweight rain poncho provides quick "
10252002165036,"2 Person Emergency Survival Shelter Lightweight Reflective Waterproof Tent",Survival/Camping,"Home & Garden > Emergency Preparedness > Emergency Tools & Kits",1956,,"Be prepared for unexpected weather and outdoor emergencies with the ASR Outdoor Reflective Emergency Shelter. Designed to provide fast, reliable protection in challenging condition"
10252005343532,"Reusable Thermal Mylar Emergency Blanket Sleeping Bag Bivvy Sack 40um Thickness",Survival/Camping,"Home & Garden > Emergency Preparedness > Emergency Blankets",3418,,"Torrential rain, hail, snowstorm or extreme wind, never be caught in the cold without a thermal emergency blanket sleeping bag! Also referred to as a bivvy sack, the ASR Outdoor th"
10253890748716,"5 Gallon Collapsible Water Container Portable Camping & Emergency Water Storage",Survival/Camping,"Sporting Goods > Outdoor Recreation > Hydration System Accessories",1926,,"Stay prepared and hydrated during outdoor adventures with the ASR Outdoor Collapsible Water Container. Designed for convenience and portability, this flexible water carrier provide"
10253903167788,"Natural Citronella Mosquito Repellent Bracelet Wrist Band (4 Colors)",Survival/Camping,"Home & Garden > Household Supplies > Pest Control > Repellents > Animal & Pet Repellents",1381,,"Lightweight, effective, non-toxic, waterproof, comfortable, and employing a natural insect repellent, citronella, as well as essential oils, these mosquito repellant bracelets from"
10253919387948,"19L Everyday Front Griptape Backpack with Padded Shoulder Straps, Green/Blue",Survival/Camping,"Luggage & Bags > Backpacks > Hiking Backpacks",588,,"This backpack is constructed of durable 600D water-resistant polyester, so you can count on it to protect your belongings during travel. It measures 17 x 12 x 6.5 inches, making it"
10264366874924,"1pc Stainless Steel Gold Prospecting Carabiner Keychain, Lightweight Durable EDC Key Holder with Split Ring (2 Styles)","Gold Panning","Apparel & Accessories > Handbag & Wallet Accessories > Keychains",1137,,"Carry your passion for gold prospecting or gold panning wherever you go, with our Gold Panner or Sluice Box Stainless Steel Carabiner Keychains.  Designed for outdoor enthusiasts a"
10314358030636,"Mosquito Net with Mounting Kit Travel Camping Essentials Outdoor Canopy, 94.5 Inches",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Mosquito Nets & Insect Screens > Pyramid Mosquito Nets",1514,,"Ensure a restful night’s sleep with ASR Outdoors fine mesh round mosquito net for camping, travel, backpacking and other outdoor activities! Keep mosquitoes and pesky bugs out of y"
