Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Accessory size (product.metafields.shopify.accessory-size),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Animal type (product.metafields.shopify.animal-type),Authenticity (product.metafields.shopify.authenticity),Bag/Case closure (product.metafields.shopify.bag-case-closure),Bag/Case features (product.metafields.shopify.bag-case-features),Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Battery type (product.metafields.shopify.battery-type),Blade design (product.metafields.shopify.blade-design),Blade material (product.metafields.shopify.blade-material),Bug type (product.metafields.shopify.bug-type),Candle type (product.metafields.shopify.candle-type),Carabiner gate type (product.metafields.shopify.carabiner-gate-type),Carabiner shape (product.metafields.shopify.carabiner-shape),Care instructions (product.metafields.shopify.care-instructions),Carry options (product.metafields.shopify.carry-options),Case color (product.metafields.shopify.case-color),Clothing accessory material (product.metafields.shopify.clothing-accessory-material),Color (product.metafields.shopify.color-pattern),Compass style (product.metafields.shopify.compass-style),Condition (product.metafields.shopify.condition),Drinkware material (product.metafields.shopify.drinkware-material),Fabric (product.metafields.shopify.fabric),Features (product.metafields.shopify.features),First aid kit components (product.metafields.shopify.first-aid-kit-components),First aid kit usage (product.metafields.shopify.first-aid-kit-usage),Geological era (product.metafields.shopify.geological-era),Hand warmer type (product.metafields.shopify.hand-warmer-type),Handle material (product.metafields.shopify.handle-material),Hardware material (product.metafields.shopify.hardware-material),Housing material (product.metafields.shopify.housing-material),Hunting/Survival knife design (product.metafields.shopify.hunting-survival-knife-design),Knife type (product.metafields.shopify.knife-type),Light color (product.metafields.shopify.light-color),Light source (product.metafields.shopify.light-source),Light temperature (product.metafields.shopify.light-temperature),Lighting features (product.metafields.shopify.lighting-features),Lock type (product.metafields.shopify.lock-type),Material (product.metafields.shopify.material),Neckline (product.metafields.shopify.neckline),Net material (product.metafields.shopify.net-material),Notepad cover type (product.metafields.shopify.notepad-cover-type),Notepad design (product.metafields.shopify.notepad-design),Outerwear clothing features (product.metafields.shopify.outerwear-clothing-features),Paper type (product.metafields.shopify.paper-type),Power source (product.metafields.shopify.power-source),Product use (product.metafields.shopify.product-use),Rarity (product.metafields.shopify.rarity),Recommended age group (product.metafields.shopify.recommended-age-group),Scent (product.metafields.shopify.scent),Seat type (product.metafields.shopify.seat-type),Sheet color (product.metafields.shopify.sheet-color),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Suitable space (product.metafields.shopify.suitable-space),Target gender (product.metafields.shopify.target-gender),Tool/Utensil material (product.metafields.shopify.tool-utensil-material),Toy/Game material (product.metafields.shopify.toy-game-material),Usage type (product.metafields.shopify.usage-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
full-tang-tanto-survival-knife-with-fire-starter-7-inch-serrated-spine-black-and-green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/ASROutdoorFullTangTantoSurvivalKnifewithFireStarter_7inch_SerratedSpine_BlackandGreenCampingHuntingGear6.jpg?v=1755635136,2,Small paracord blade with fire starter flint survival knife ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full-tang-tanto-survival-knife-with-fire-starter-7-inch-serrated-spine-black-and-green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/61jTFnUPF0L._AC_SL1500.jpg?v=1755635136,3,Small paracord blade with fire starter flint survival knife ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full-tang-tanto-survival-knife-with-fire-starter-7-inch-serrated-spine-black-and-green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/61XveqLv8iL._AC_SL1500.jpg?v=1755635136,4,Small paracord blade with fire starter flint survival knife ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full-tang-tanto-survival-knife-with-fire-starter-7-inch-serrated-spine-black-and-green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/614IeGjPZUL._AC_SL1500.jpg?v=1753473089,5,Small paracord blade with fire starter flint survival knife ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full-tang-tanto-survival-knife-with-fire-starter-7-inch-serrated-spine-black-and-green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/61EwQCwuQBL._AC_SL1500.jpg?v=1753473090,6,Small paracord blade with fire starter flint survival knife ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full-tang-tanto-survival-knife-with-fire-starter-7-inch-serrated-spine-black-and-green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/ASROutdoorFullTangTantoSurvivalKnifewithFireStarter_7inch_SerratedSpine_BlackandGreenCampingHuntingGear5.jpg?v=1753473090,7,Small paracord blade with fire starter flint survival knife ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full-tang-tanto-survival-knife-with-fire-starter-7-inch-serrated-spine-black-and-green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/51xX00srnEL._AC_SL1500.jpg?v=1753473090,8,Small paracord blade with fire starter flint survival knife ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full-tang-tanto-survival-knife-with-fire-starter-7-inch-serrated-spine-black-and-green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/81o6kjR3rtL._AC_SL1500.jpg?v=1753473090,9,Small paracord blade with fire starter flint survival knife ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full-tang-tanto-survival-knife-with-fire-starter-7-inch-serrated-spine-black-and-green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/71O6_8LfcDL._AC_SL1500.jpg?v=1753473090,10,Small paracord blade with fire starter flint survival knife ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full-tang-tanto-survival-knife-with-fire-starter-7-inch-serrated-spine-black-and-green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/6199J9egiYL._AC_SL1500.jpg?v=1753473090,11,Small paracord blade with fire starter flint survival knife ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survival-hatchet-with-hammer-pry-bar,"Survival Hatchet with Hammer and Pry Bar, Multi-Tool","<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li class=""a-spacing-mini""><span class=""a-list-item"">3-in-1 functions: crow bar, hammer, hatchet</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Comfortable handle</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Single piece of tough steel</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Color: black</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Overall length: 12.5""</span></li>
</ul>
<p><span class=""a-list-item""><img style=""display: block; margin-left: auto; margin-right: auto;"" height=""78"" width=""273"" alt="""" src=""https://cdn.shopify.com/s/files/1/0783/2056/6572/files/Shopify_Prop65graphic_480x480.jpg?v=1692130729"" data-mce-src=""https://cdn.shopify.com/s/files/1/0783/2056/6572/files/Shopify_Prop65graphic_480x480.jpg?v=1692130729"" data-mce-selected=""1""></span></p>
<!---->",ASR Outdoor,Hardware > Tools > Axes > Hatchets,Survival/Camping,"axe, camping tools, crow bar, hammer, hatchet, multi-tool, outdoor gear, tool, tools",true,Title,Default Title,,,,,,,,SON-BLK-881-MA-HATCH,498.951607,shopify,32,deny,manual,17.99,,true,true,,,,,'00810058485847,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/updated_hammer_hatchet_prybar_previewphoto.jpg?v=1753473092,1,"Black 3-in-1 survival hatchet with a hammer and pry bar, 12.5 inches long.",false,Survival Hatchet with Hammer & Pry Bar | ASR Outdoor,"3-in-1 survival hatchet that works as a hammer and pry bar, forged from a single piece of tough steel. 12.5-inch length with a comfortable grip for camp.",1171,unisex,adult,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
survival-hatchet-with-hammer-pry-bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/71co8QKPsWL._AC_SL1000.jpg?v=1753473093,2,Survival hatchet one handed axe with pry bar ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survival-hatchet-with-hammer-pry-bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/51P3TkylkoL._AC_SL1000.jpg?v=1753473093,3,Survival hatchet one handed axe with pry bar ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buckshot-knives-camping-axe-hatchet-black-steel-with-cord-cutter,Buckshot Knives Camping Axe Hatchet - Black Steel with Cord Cutter,"<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li class=""a-spacing-mini""><span class=""a-list-item"">Black Steel Blade</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Overall Length: 10""</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Blade Length: 4""</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Grip Length: 4""</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Includes Nylon Sheath and Cord Cutter</span></li>
</ul>
<p><span class=""a-list-item""><img style=""display: block; margin-left: auto; margin-right: auto;"" height=""78"" width=""273"" alt="""" src=""https://cdn.shopify.com/s/files/1/0783/2056/6572/files/Shopify_Prop65graphic_480x480.jpg?v=1692130729"" data-mce-src=""https://cdn.shopify.com/s/files/1/0783/2056/6572/files/Shopify_Prop65graphic_480x480.jpg?v=1692130729"" data-mce-selected=""1""></span></p>
<!---->",ASR Outdoor,Hardware > Tools > Axes,Survival/Camping,"axe, blade, camping, camping gear, camping tools, Knife, survival",true,Title,Default Title,,,,,,,,NPT-BKCAHBSWCC-2PC-H-BLCK-3,362.873896,shopify,17,deny,manual,19.99,,true,true,,,,,'00134568794580,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/buckshot_axe_hatchet_main.jpg?v=1753473095,1,"Black steel camping axe hatchet with a 4-inch blade, nylon sheath, and cord cutter.",false,"Camping Axe Hatchet, Black Steel, Cord Cutter | ASR Outdoor",Compact camping hatchet with a 10-inch black steel build and a 4-inch blade. Includes a nylon sheath and cord cutter for chopping and trail tasks.,1171,unisex,adult,,new,,,,,,,,'1,,,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
buckshot-knives-camping-axe-hatchet-black-steel-with-cord-cutter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/buckshot_axe_hatchet_detail.jpg?v=1753473095,2,buckshot camping axe a one handed paracord axe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buckshot-knives-camping-axe-hatchet-black-steel-with-cord-cutter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/31Mq06kqo7S._AC.jpg?v=1753473095,3,buckshot camping axe a one handed paracord axe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buckshot-knives-camping-axe-hatchet-black-steel-with-cord-cutter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/61WSFwHVqeL._AC_SL1500.jpg?v=1753473095,4,buckshot camping axe a one handed paracord axe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buckshot-knives-camping-axe-hatchet-black-steel-with-cord-cutter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/71WKo3o_CbS._AC_SL1500.jpg?v=1753473095,5,buckshot camping axe a one handed paracord axe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buckshot-knives-camping-axe-hatchet-black-steel-with-cord-cutter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/41SL-u8WIgS._AC.jpg?v=1753473095,6,buckshot camping axe a one handed paracord axe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buckshot-knives-camping-axe-hatchet-black-steel-with-cord-cutter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/31wVSZ7GoRS._AC.jpg?v=1753473095,7,buckshot camping axe a one handed paracord axe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buckshot-knives-camping-axe-hatchet-black-steel-with-cord-cutter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/31-8S3v16IS._AC.jpg?v=1753473095,8,buckshot camping axe a one handed paracord axe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
waterproof-notebook-with-pencil,Waterproof Notebook with Pencil,"<p><span>Ever found yourself camping or hiking and wish you could take notes, regardless of the weather? The ASR Outdoor mini waterproof notebook comes with 50 sheets of waterproof, smudge-proof, and tear-proof paper that can be used in any weather condition without worrying about sweat, water, or moisture.</span><br><br><span>These notebooks are made of tough, impact-resistant materials with a wire-O binding to ensure you can count on it rain or shine. It measures just 3""x 5"" and will fit inside just about any pocket, travel bag or backpack used for outdoor activities.</span><br><br><span>Each notebook comes with a mini 3"" pencil that will write legibly in any weather condition. Unlike traditional pens, pencils are great for outdoor and travel because you won't have to deal with it leaking into your backpack or gear bag.</span><br><br><span>The spiral-notebook journal features a weatherproof and flexible cover designed to protect your notes from stains and scratches. You can count on it to record your on-the-go lists, logs, and notes in wet environments. Take it with you on your next hiking, camping, or boating trip.</span></p>
<p> </p>
<p><span><img style=""display: block; margin-left: auto; margin-right: auto;"" height=""78"" width=""273"" alt="""" src=""https://cdn.shopify.com/s/files/1/0783/2056/6572/files/Shopify_Prop65graphic_480x480.jpg?v=1692130729"" data-mce-src=""https://cdn.shopify.com/s/files/1/0783/2056/6572/files/Shopify_Prop65graphic_480x480.jpg?v=1692130729"" data-mce-selected=""1""></span></p>
<!---->",ASR Outdoor,Office Supplies > General Office Supplies > Paper Products > Notebooks & Notepads > Notepads,Survival/Camping,"camping gear, hiking, Notebook, waterproof",true,Title,Default Title,,,,,,,,SON-WATERPROOF-NOTEBOOK-IR-TT,90.718474,shopify,12,deny,manual,10.99,,true,true,,,,,'00810058489807,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/6165BfuYFYS.jpg?v=1753473100,1,Waterproof pocket notebook with tear-proof pages and a pencil.,false,Waterproof Notebook with Pencil | ASR Outdoor,"Waterproof notebook with 50 tear- and smudge-proof sheets and a pencil. Wire-O bound to take notes in any weather while camping, hiking, or working outdoors.",961,unisex,adult,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,green; white,,,,,,,,,,,,,,,,,,,,,,,,spiral-bound,,watermarked,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
waterproof-notebook-with-pencil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/51xyDaaiDHS.jpg?v=1753473100,2,small journal notebook waterproof anti wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
waterproof-notebook-with-pencil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/71v-XTMh9fS.jpg?v=1753473100,3,Waterproof rainproof notebook for outdoor experiences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
waterproof-notebook-with-pencil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/61Tj6SkgeOL._SL1500.jpg?v=1753473100,4,size chart for small waterproof notebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
waterproof-notebook-with-pencil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/71rgm6T0D9S.jpg?v=1753473100,5,small journal notebook waterproof ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
waterproof-notebook-with-pencil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/61ffIWPLsgS.jpg?v=1753473100,6,small journal notebook waterproof anti wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
waterproof-notebook-with-pencil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/713Q6ghjmIS.jpg?v=1753473100,7,small journal notebook waterproof anti wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
waterproof-notebook-with-pencil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/51HeQYzivdS.jpg?v=1753473101,8,small journal notebook waterproof anti wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
waterproof-notebook-with-pencil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/613Krk7e55S.jpg?v=1753473101,9,small journal notebook waterproof anti wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
illuminated-dry-box-detachable-lid-large-waterproof-storage-case,Illuminated Dry Box Detachable Lid Large Waterproof Storage Case,"<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li class=""a-spacing-mini""><span class=""a-list-item""><strong>WATERPROOF STORAGE BOX</strong> - ASR Outdoor waterproof dry box is ideal for storing tools, accessories, and essential items that need to be kept dry in inclement weather or emergency situations. Use it to hold emergency supplies, phones, batteries, and other items; store them in your car, kayak, or boat safely</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""><strong>ILLUMINATED DETACHABLE LID</strong> - Dry box comes with a removable COB light and lid that are detachable so you can locate your items in the dark. Light requires 3AAA batteries (included)</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""><strong>DURABLE CONSTRUCTION</strong> - Waterproof storage case is made of high-quality, durable plastic that won't rust or deteriorate. Comes in black color and features a secure latch lid that makes the box airtight once locked</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""><strong>LARGE SIZE</strong> - Dry box measures 11.4"" x 5.1"" x 7.5"", the ideal size for holding larger tools and supplies without taking up too much space. Store emergency hammer, flashlights, blankets, blades, and more in case of emergency</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""><strong>SPECIFICATIONS</strong> - Materials: plastic, metal (waterproof); Colors: Black, chrome; Dimensions: 11.4"" x 5.1"" x 7.5""; Lid type: detachable; Light included: COB, detachable; Batteries Included: 3AAA</span></li>
</ul>
<p> </p>
<p><span class=""a-list-item""><img style=""display: block; margin-left: auto; margin-right: auto;"" height=""78"" width=""273"" alt="""" src=""https://cdn.shopify.com/s/files/1/0783/2056/6572/files/Shopify_Prop65graphic_480x480.jpg?v=1692130729"" data-mce-src=""https://cdn.shopify.com/s/files/1/0783/2056/6572/files/Shopify_Prop65graphic_480x480.jpg?v=1692130729""></span></p>
<!---->",ASR Outdoor,Hardware > Hardware Accessories > Tool Storage & Organization > Tool Boxes,Survival/Camping,"Ammo Box, storage, survival, survival gear, Tool Box, waterproof",true,Title,Default Title,,,,,,,,SON-DRYBOX-BLK,453.59237,shopify,14,deny,manual,29.99,,true,true,,,,,'00810058484314,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/71fs7b-xPRL._AC_SL1500.jpg?v=1753473102,1,Large waterproof dry box with a detachable lid and removable COB light.,false,Illuminated Waterproof Dry Box Storage Case | ASR Outdoor,"Large waterproof dry box with a detachable lid and removable COB light. Keeps phones, batteries, and emergency supplies dry in the car, kayak, or boat.",3980,unisex,adult,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black; green,,,,,,,,,,,,,,,,,,,latch,plastic; metal,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
illuminated-dry-box-detachable-lid-large-waterproof-storage-case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/61e76yoUklL._AC_SL1500_f9dc844e-daa2-489b-acde-32c715ccebdf.jpg?v=1755635080,2,Ammo Box with built in interior lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
illuminated-dry-box-detachable-lid-large-waterproof-storage-case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/71MRH1ZytML._AC_SL1500_010ebf3c-14e5-441f-8774-e7f2a490984b.jpg?v=1755635080,3,Size and Dimensions of Ammo Box or Storage Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
illuminated-dry-box-detachable-lid-large-waterproof-storage-case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/61AKJoZQ2GL._AC_SL1500.jpg?v=1753473102,4,Side profile of an ammo box how much does an ammo box hold storage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
illuminated-dry-box-detachable-lid-large-waterproof-storage-case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/714_j_34E4L._AC_SL1500.jpg?v=1753473102,5,Ammo box used as storage ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
illuminated-dry-box-detachable-lid-large-waterproof-storage-case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/718jGTampRL._AC_SL1500.jpg?v=1753473102,6,Storage box for ammo kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
illuminated-dry-box-detachable-lid-large-waterproof-storage-case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/61fFr3j1amL._AC_SL1500.jpg?v=1753473102,7,Ammo box with the lid open. Interior lighting for storage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
illuminated-dry-box-detachable-lid-large-waterproof-storage-case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/614-KOC5qTL._AC_SL1500.jpg?v=1753473102,8,Ammo Storage Box with Lights Interior Lights for ease of use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
