priority,item_id,title,category_id,category_path,schema_aspects,present,missing_required,missing_recommended,missing_required_names,missing_recommended_names
5,127389932554,"7pc Precision Jeweler Eye Glasses Flat Tip Screw Driver",262020,"Jewelry & Watches|Jewelry Care, Design & Repair|Jewelry Tools & Workbenches",12,7,0,5,,"Suitable For; Set Includes; Seller Warranty; Unit Quantity; Unit Type"
5,127389932565,"Beille 48pk Silicone Zip Ties for Pantry Kitchen Organization Cooking Baking",57007,"Business & Industrial|Fasteners & Hardware|Clamps, Ties & Cords|Cable Ties",16,11,0,5,,"Tensile Strength; Unit Quantity; Unit Type; Number in Pack; Manufacturer Warranty"
5,127389932569,"Emergency Blanket Insulated Thermal Reflector Retains Body Heat - 24 Pack",181415,"Sporting Goods|Camping & Hiking|Outdoor Survival Gear|Other Outdoor Survival Gear",18,13,0,5,,"Suitable For; Set Includes; Vintage; Unit Quantity; Unit Type"
5,127389932582,"Baby Yoda Star Wars Mandalorian Bop Bag and Sticker Bundle Gift Set for Boys 3+",154,"Collectibles|Science Fiction & Horror|Star Wars Collectibles|Other Star Wars Collectibles",12,7,0,5,,"Convention/Event; Vintage; Movie; Signed; Year"
5,127389946579,"Heavy Duty Mylar Emergency Sleeping Bag Outdoor Camping Survival Shelter",181415,"Sporting Goods|Camping & Hiking|Outdoor Survival Gear|Other Outdoor Survival Gear",18,13,0,5,,"Suitable For; Set Includes; Vintage; Unit Quantity; Unit Type"
5,127389969219,"Foam Kneeling Pad and Hand Trowel Shovel Outdoor Home Garden Combo Set",75669,"Home & Garden|Yard, Garden & Outdoor Living|Garden Clothing & Protective Gear|Garden Kneelers, Cushions & Seats",25,20,0,5,,"Seat Height; FSC Certified; Care Instructions; Manufacturer Warranty; Maximum Weight Capacity"
5,127838564661,"Beille 2pc Fine Mesh Stainless Steel Colander Set, Pasta Strainer, Rice Washer,",20636,"Home & Garden|Kitchen, Dining & Bar|Kitchen Tools & Gadgets|Colanders, Strainers & Sifters",23,18,0,5,,"Set Includes; Size; Making Method; Manufacturer Warranty; Model"
5,235238649466,"ToolTreaux 3pc Fine Jewelry 14k Gold Testing Kit with Gold Testing Stone",262020,"Jewelry & Watches|Jewelry Care, Design & Repair|Jewelry Tools & Workbenches",12,7,0,5,,"Suitable For; Set Includes; Seller Warranty; Unit Quantity; Unit Type"
5,235264218835,"144pk ASR Tactical Escape and Evasion Saw Set Outdoor Emergency EE Kit",181415,"Sporting Goods|Camping & Hiking|Outdoor Survival Gear|Other Outdoor Survival Gear",18,13,0,5,,"Suitable For; Set Includes; Vintage; Unit Quantity; Unit Type"
5,235475474261,"ToolTreaux Complete Gold Silver Platinum Jewelry Testing Kit with Stone 7pc",262020,"Jewelry & Watches|Jewelry Care, Design & Repair|Jewelry Tools & Workbenches",12,7,0,5,,"Suitable For; Set Includes; Seller Warranty; Unit Quantity; Unit Type"
5,235520156841,"Gold and Silver Jewelry Metal Stamping Tools Karat Marking Stamp (5 Sizes)",31726,"Crafts|Beads & Jewelry Making|Other Beads & Jewelry Making",8,3,0,5,,"Handmade; Model; MPN; Unit Quantity; Unit Type"
5,235580958045,"ToolTreaux Platinum Testing Kit with Testing Stone, 3pc",262020,"Jewelry & Watches|Jewelry Care, Design & Repair|Jewelry Tools & Workbenches",12,7,0,5,,"Suitable For; Set Includes; Seller Warranty; Unit Quantity; Unit Type"
5,236344962436,"ToolTreaux Nylon Storage Tool Bag with Side Pockets and Shoulder Strap 18 x 8.5",42362,"Home & Garden|Tools & Workshop Equipment|Tool Boxes & Storage|Tool Bags, Belts & Pouches",19,14,0,5,,"Number of Items; Manufacturer Warranty; Item Diameter; Unit Quantity; Unit Type"
5,236344962442,"Emergency Outdoor Essential Survival Pop Tent Canopy for Camping Hiking - Red",181415,"Sporting Goods|Camping & Hiking|Outdoor Survival Gear|Other Outdoor Survival Gear",18,13,0,5,,"Suitable For; Set Includes; Vintage; Unit Quantity; Unit Type"
5,236344962470,"Universal Home 100 Count 4"" Cable Wire Hose Zip Ties",57007,"Business & Industrial|Fasteners & Hardware|Clamps, Ties & Cords|Cable Ties",16,11,0,5,,"Tensile Strength; Unit Quantity; Unit Type; Number in Pack; Manufacturer Warranty"
5,236345031462,"Universal Tool Quality 8Pc Brass Pin Punch Set Hobby Craft Woodworking",50380,"Home & Garden|Tools & Workshop Equipment|Hand Tools|Punches",17,12,0,5,,"Number of Pieces; Manufacturer Warranty; Item Diameter; Unit Quantity; Unit Type"
5,236345031480,"ToolTreaux Clear Plastic Watch Case Coffin Travel Essentials Jewelry Organizers",260330,"Jewelry & Watches|Watches, Parts & Accessories|Watch Accessories|Boxes & Cases",17,12,0,5,,"Theme; MPN; Personalization Instructions; Unit Quantity; Unit Type"
5,236345056402,"ASR Outdoor 10 Inch Full Tang Hunting Knife Wooden Handle Damascus Etched Design",73522,"Collectibles|Knives, Swords & Blades|Collectible Fixed Blade Knives|Modern Fixed Blade|Factory Manufactured",15,10,0,5,,"Handle Material; Blade Edge; Features; Original/Reproduction; Dexterity"
5,236345056403,"Gear Aid Tenacious Tape Max Flex Patches Clear Stretch UV Resistant Outdoor Rec",177895,"Sporting Goods|Tactical & Duty Gear|Tactical Patches",13,8,0,5,,"Visible Logo; Number of Items in Set; Theme; Features; California Prop 65 Warning"
5,236345056411,"ToolTreaux Platinum Metal Acid Testing Kit with Testing Stone, 7pc",262020,"Jewelry & Watches|Jewelry Care, Design & Repair|Jewelry Tools & Workbenches",12,7,0,5,,"Suitable For; Set Includes; Seller Warranty; Unit Quantity; Unit Type"
5,236345056424,"Zak Tool 1pc Tactical Connector Clip for ZT55 Duty Belt Clips (PN# ZT55-C)",52373,"Clothing, Shoes & Accessories|Men|Men's Accessories|Key Chains, Rings & Cases",20,15,0,5,,"Character; Theme; Character Family; Accents; Personalization Instructions"
5,236345056425,"144pk Glass Vial Collection Set Craft and Hobby Storage",183187,"Crafts|Multi-Purpose Craft Supplies|Organization & Storage|Other Craft Storage",7,2,0,5,,"Handmade; MPN; California Prop 65 Warning; Unit Quantity; Unit Type"
5,236345056429,"ToolTreaux 30 Inch Telescoping Magnetic Pickup Tool for 15lb Magnetic Strength",303,"Home & Garden|Tools & Workshop Equipment|Hand Tools|Other Hand Tools",17,12,0,5,,"Number of Pieces; Manufacturer Warranty; Item Diameter; Unit Quantity; Unit Type"
5,236345056435,"ToolTreaux 22k Gold Testing Kit, 7pc",262020,"Jewelry & Watches|Jewelry Care, Design & Repair|Jewelry Tools & Workbenches",12,7,0,5,,"Suitable For; Set Includes; Seller Warranty; Unit Quantity; Unit Type"
5,236345056436,"ToolTreaux 10 Pocket Oil Tanned Leather Tool Pouch DIY Woodworking, 13 x 10 Inch",42362,"Home & Garden|Tools & Workshop Equipment|Tool Boxes & Storage|Tool Bags, Belts & Pouches",19,14,0,5,,"Number of Items; Manufacturer Warranty; Item Diameter; Unit Quantity; Unit Type"
5,236345056443,"Universal Emergency 5 in 1 Multifunction Survival Whistle Orange - 2 Pack",181414,"Sporting Goods|Camping & Hiking|Outdoor Survival Gear|Safety Whistles",17,12,0,5,,"Number in Pack; Decibel Output; Suitable For; Unit Quantity; Unit Type"
5,236345069134,"Heavy Duty Flat Nail Puller Forged Steel Cats Paw Carpenters 15 Inches",178999,"Home & Garden|Tools & Workshop Equipment|Hand Tools|Pry & Wrecking Bars",17,12,0,5,,"Number of Pieces; Manufacturer Warranty; Item Diameter; Unit Quantity; Unit Type"
5,236345069143,"ToolTreaux 10k Gold Testing Kit, 7pc",262020,"Jewelry & Watches|Jewelry Care, Design & Repair|Jewelry Tools & Workbenches",12,7,0,5,,"Suitable For; Set Includes; Seller Warranty; Unit Quantity; Unit Type"
5,236345069146,"ASR Outdoor Compact Prepper Supplies Survival Kit in Illuminated Dry Box, 38pc",181415,"Sporting Goods|Camping & Hiking|Outdoor Survival Gear|Other Outdoor Survival Gear",18,13,0,5,,"Suitable For; Set Includes; Vintage; Unit Quantity; Unit Type"
5,236345069162,"100Pk Bendable Non Lethal Safety Pen, Flexible Ball Point Writing Pen Tool",257906,"Business & Industrial|Office|Office Supplies|Pens, Pencils & Markers|Ballpoint & Rollerball Pens",6,1,0,5,,"Sub-Type; Brand; Model; MPN; California Prop 65 Warning"
5,236345069170,"Emergency Outdoor Winter Blanket Insulated Thermal Reflector 4 Pack",181415,"Sporting Goods|Camping & Hiking|Outdoor Survival Gear|Other Outdoor Survival Gear",18,13,0,5,,"Suitable For; Set Includes; Vintage; Unit Quantity; Unit Type"
5,236345137141,"Emergency Outdoor Blanket Insulated Thermal Reflector Retains Body Heat 10 Pack",181415,"Sporting Goods|Camping & Hiking|Outdoor Survival Gear|Other Outdoor Survival Gear",18,13,0,5,,"Suitable For; Set Includes; Vintage; Unit Quantity; Unit Type"
5,236345137161,"ToolTreaux Metal Bead Scoop Polished Steel Jewelry Making Beading Tool",262020,"Jewelry & Watches|Jewelry Care, Design & Repair|Jewelry Tools & Workbenches",12,7,0,5,,"Set Includes; Seller Warranty; MPN; Unit Quantity; Unit Type"
5,236345137173,"24pk Beille Multicolored Pantry Kitchen Organization Silicone Zip Cable Ties",57007,"Business & Industrial|Fasteners & Hardware|Clamps, Ties & Cords|Cable Ties",16,11,0,5,,"Tensile Strength; Unit Quantity; Unit Type; Number in Pack; Manufacturer Warranty"
5,236345137174,"ASR Outdoor Mosquito Net with Mounting Kit Travel Camping Essentials Outdoor",65965,"Sporting Goods|Camping & Hiking|Outdoor Survival Gear|Insect Nets",18,13,0,5,,"EPA Registration Number; Number in Pack; Suitable For; Unit Quantity; Unit Type"
5,236345137183,"ToolTreaux 9 Inch Heavy Duty Revolving Leather Hole Punch Tool 2.0-4.5mm",183134,"Crafts|Leathercrafts|Leathercraft Tools|Hollow Punching Tools",10,5,0,5,,"Shape; Type; Handmade; Unit Quantity; Unit Type"
5,236345137184,"ASR Outdoor Emergency Poncho Green Polyethylene Rain Gear Camping One Size",181415,"Sporting Goods|Camping & Hiking|Outdoor Survival Gear|Other Outdoor Survival Gear",18,13,0,5,,"Suitable For; Set Includes; Vintage; Unit Quantity; Unit Type"
5,236345137196,"ToolTreaux Straight Blade Stainless Steel Stork Embroidery Scissors - 3.5 Inch",183191,"Crafts|Needlecrafts & Yarn|Embroidery & Cross Stitch|Hand Embroidery Tools & Accs|Embroidery Scissors",12,7,0,5,,"Blade Size; Type; Shape; Unit Quantity; Unit Type"
5,236345137197,"Universal Tool Texturising Hammer Dual Face Square Stripe Patterns Wooden Handle",262020,"Jewelry & Watches|Jewelry Care, Design & Repair|Jewelry Tools & Workbenches",12,7,0,5,,"Suitable For; Set Includes; Seller Warranty; Unit Quantity; Unit Type"
5,236345137202,"ASR Outdoor Survival Blanket Mylar Extreme Emergency Accessory Orange",181415,"Sporting Goods|Camping & Hiking|Outdoor Survival Gear|Other Outdoor Survival Gear",18,13,0,5,,"Suitable For; Set Includes; Vintage; Unit Quantity; Unit Type"
5,236345146199,"ASR Outdoor TraversaLace 550 Paracord Survival Laces for Shoes and Hiking Boots",169282,"Clothing, Shoes & Accessories|Specialty|Clothing & Shoe Care|Shoe Care & Repair|Shoe Laces",8,3,0,5,,"Shoelace Features; Shoelace Material; MPN; Unit Quantity; Unit Type"
5,364564395846,"ToolTreaux 3pc Fine Jewelry 18k Gold Testing Kit with Gold Testing Stone",262020,"Jewelry & Watches|Jewelry Care, Design & Repair|Jewelry Tools & Workbenches",12,7,0,5,,"Suitable For; Set Includes; Seller Warranty; Unit Quantity; Unit Type"
5,364616077785,"ASR Outdoor Survival EDC 550 Paracord Belt with Stainless Steel Buckle",181413,"Sporting Goods|Camping & Hiking|Outdoor Survival Gear|Paracord & Paracord Supplies",19,14,0,5,,"Number in Pack; Number of Strands; Rope Diameter; Unit Quantity; Unit Type"
5,364858699591,"ASR Outdoor Collapsible Water Carrier with Handle 3.75 Gallon Hiking Camping",181409,"Sporting Goods|Camping & Hiking|Water Bottles & Hydration|Water Carriers",19,14,0,5,,"Top Type; Set Includes; Manufacturer Warranty; Unit Quantity; Unit Type"
5,364862486761,"ASR Outdoor Mosquito Head Net Bug Hat for Camping Fishing",65965,"Sporting Goods|Camping & Hiking|Outdoor Survival Gear|Insect Nets",18,13,0,5,,"EPA Registration Number; Number in Pack; Suitable For; Unit Quantity; Unit Type"
5,364869811859,"Banzai Kids Summertime Inflatable Swimming Arm Floaties Pool Floats",145993,"Toys & Hobbies|Outdoor Toys & Structures|Sand & Water Toys|Water Toys",12,7,0,5,,"Type; Character Family; Age Level; Recommended Age Range; Vintage"
5,364899577155,"ToolTreaux 5 Pocket Heavy Duty Leather Tool Pouch DIY Woodworking, 10.5 x 9.5",42362,"Home & Garden|Tools & Workshop Equipment|Tool Boxes & Storage|Tool Bags, Belts & Pouches",19,14,0,5,,"Number of Items; Manufacturer Warranty; Item Diameter; Unit Quantity; Unit Type"
5,364909875082,"Kidplokio Kids Summertime Inflatable Swimming Arm Floaties Pool Floats",145993,"Toys & Hobbies|Outdoor Toys & Structures|Sand & Water Toys|Water Toys",12,7,0,5,,"Type; Character Family; Age Level; Recommended Age Range; Vintage"
5,364921172987,"ASR Outdoor Precious Metal Testing Stone for Gold Panning",262020,"Jewelry & Watches|Jewelry Care, Design & Repair|Jewelry Tools & Workbenches",12,7,0,5,,"Suitable For; Set Includes; Seller Warranty; Unit Quantity; Unit Type"
5,365879832356,"Hello Kitty Friends 4pc Nail Polish Set for Girls with Travel Tin Ages 3 and Up",11873,"Health & Beauty|Nail Care, Manicure & Pedicure|Nail Polish & Powders|Nail Polish",13,8,0,5,,"Effect; Product Line; Volume; Period After Opening (PAO); Expiration Date"
5,365879832366,"ASR Outdoor First Aid Bug Out Emergency Light Mylar Foil Space Blanket",181412,"Sporting Goods|Camping & Hiking|Outdoor Survival Gear|Emergency Blankets",19,14,0,5,,"EPA Registration Number; Number in Pack; Suitable For; Unit Quantity; Unit Type"
5,365879832368,"12pc Compact Eye Glasses Repair Kit Case For Fixing Most Glasses",117039,"Jewelry & Watches|Watches, Parts & Accessories|Parts, Tools & Guides|Tools & Repair Kits",10,5,0,5,,"Type of Tool; Personalize; Personalization Instructions; Unit Quantity; Unit Type"
5,365879907986,"ToolTreaux Safety Silver Testing Kit with Testing Stone, 7pc",262020,"Jewelry & Watches|Jewelry Care, Design & Repair|Jewelry Tools & Workbenches",12,7,0,5,,"Suitable For; Set Includes; Seller Warranty; Unit Quantity; Unit Type"
5,365879907995,"13.5 Inch Collectors Hunting Knife Scabbard and Handle (5 Styles)",73522,"Collectibles|Knives, Swords & Blades|Collectible Fixed Blade Knives|Modern Fixed Blade|Factory Manufactured",15,10,0,5,,"Handle Material; Blade Edge; Features; Original/Reproduction; Dexterity"
5,365879908012,"ToolTreaux Mini Hook and Pick Set Precision Cleaning and Hobby Tools - 4 Pieces",303,"Home & Garden|Tools & Workshop Equipment|Hand Tools|Other Hand Tools",17,12,0,5,,"Number of Pieces; Manufacturer Warranty; Item Diameter; Unit Quantity; Unit Type"
5,365879908023,"Universal Tool Plastic Jewelers Eye Loupe Set 2.5X 5X 7.5X 10X Magnifiers 4pc",262020,"Jewelry & Watches|Jewelry Care, Design & Repair|Jewelry Tools & Workbenches",12,7,0,5,,"Suitable For; Set Includes; Seller Warranty; Unit Quantity; Unit Type"
5,365879908034,"Beille Silicone Baby Feeding Essentials Ages One and Up (Many Styles and Colors)",117386,"Baby|Feeding|Cups, Dishes & Utensils|Feeding Sets",11,6,0,5,,"Set Includes; MPN; Model; Unit Quantity; Unit Type"
5,365879935263,"ASR Outdoor Clear Rain Poncho with Hood for Emergency Survival Camping Gear",181415,"Sporting Goods|Camping & Hiking|Outdoor Survival Gear|Other Outdoor Survival Gear",18,13,0,5,,"Suitable For; Set Includes; Vintage; Unit Quantity; Unit Type"
5,365879935270,"100pk Self Locking Plastic Bags 2mm Thick All Purpose Storage Bags (Many Sizes)",86174,"Business & Industrial|Material Handling|Packing & Shipping|Packing & Shipping Bags|Reclosable & Zipper Bags",12,7,0,5,,"Thickness; Features; MPN; Unit Quantity; Unit Type"
5,365879935283,"Licensed Characters Art Supplies Non-Toxic Mini Felt Marker Set for Kids - 8pc",116656,"Crafts|Kids' Crafts|Drawing & Painting|Pens & Markers",6,5,1,0,MPN,
5,365879935323,"35pc Wood Burning Pen Set Kit Wood Burning Soldering Chiseled Tips and Tweezers",183161,"Crafts|Home Arts & Crafts|Woodworking|Other Woodworking Supplies",8,3,0,5,,"Wood Type; MPN; California Prop 65 Warning; Unit Quantity; Unit Type"
5,365879950542,"Heavy Duty Mylar Emergency Sleeping Bag Reflects Body Heat Tear Resistant Case",181415,"Sporting Goods|Camping & Hiking|Outdoor Survival Gear|Other Outdoor Survival Gear",18,13,0,5,,"Suitable For; Set Includes; Vintage; Unit Quantity; Unit Type"
5,365879950550,"Helping Hand Magnifier Heavy Duty Soldering Station - 4x Magnification",262020,"Jewelry & Watches|Jewelry Care, Design & Repair|Jewelry Tools & Workbenches",12,7,0,5,,"Suitable For; Set Includes; Seller Warranty; Unit Quantity; Unit Type"
5,365879950556,"Carving Tool 6.25 Inch Hobby Craft Pick Curved Chisel Clay Ceramics Woodworking",116496,"Crafts|Sculpting, Molding & Ceramics|Ceramics & Pottery|Pottery Tools & Sets",10,5,0,5,,"Suitable For; Type; Handmade; Unit Quantity; Unit Type"
5,365879950582,"Jewelers Eye Loupe 14X Magnification for Precision Hobby Arts and Craft Projects",262020,"Jewelry & Watches|Jewelry Care, Design & Repair|Jewelry Tools & Workbenches",12,7,0,5,,"Suitable For; Set Includes; Seller Warranty; Unit Quantity; Unit Type"
5,365879996344,"ReviveX Leather Boot Care Waterproof Cleaner Outdoor Recreation Repair - 4 oz",28133,"Crafts|Leathercrafts|Leathercraft Tools|Other Leather Tools",9,4,0,5,,"Unit of Sale; Handmade; California Prop 65 Warning; Unit Quantity; Unit Type"
5,365879996356,"100pk 12"" Universal Utility Cable Zip Ties 4mm Thickness",57007,"Business & Industrial|Fasteners & Hardware|Clamps, Ties & Cords|Cable Ties",16,11,0,5,,"Item Width; MPN; Unit Quantity; Unit Type; Manufacturer Warranty"
5,365879996360,"ASR Outdoor Standard 4.5"" Skeet Shooting Clay Disc Handheld Thrower for Shooting",111292,"Sporting Goods|Hunting|Range & Shooting Equipment|Clay Target Shooting",28,23,0,5,,"Throwing Style; Handedness; Cycle Time; Manufacturer Warranty; Throwing Distance"
5,365879996385,"ToolTreaux Nylon Storage Tool Bag with Side Pockets Shoulder Strap 18 x 8.5 In",42362,"Home & Garden|Tools & Workshop Equipment|Tool Boxes & Storage|Tool Bags, Belts & Pouches",19,14,0,5,,"Features; Manufacturer Warranty; Item Diameter; Unit Quantity; Unit Type"
5,365879996392,"ToolTreaux 14k Gold Testing Kit, 7pc",262020,"Jewelry & Watches|Jewelry Care, Design & Repair|Jewelry Tools & Workbenches",12,7,0,5,,"Suitable For; Set Includes; Seller Warranty; Unit Quantity; Unit Type"
5,365879996394,"ToolTreaux 10x Aluminum Jewelers Loupe 22mm Diameter Glass Lens Magnifier",262020,"Jewelry & Watches|Jewelry Care, Design & Repair|Jewelry Tools & Workbenches",12,7,0,5,,"Suitable For; Set Includes; Seller Warranty; Unit Quantity; Unit Type"
5,365879996397,"SE JT114RS 10"" Aluminum Ring Stick",262020,"Jewelry & Watches|Jewelry Care, Design & Repair|Jewelry Tools & Workbenches",12,7,0,5,,"Suitable For; Set Includes; Seller Warranty; Unit Quantity; Unit Type"
5,365879996399,"Universal Tool Texturising Hammer Dual Face Dimple Stripe Patterns Wooden Handle",262020,"Jewelry & Watches|Jewelry Care, Design & Repair|Jewelry Tools & Workbenches",12,7,0,5,,"Suitable For; Set Includes; Seller Warranty; Unit Quantity; Unit Type"
5,365879996403,"ToolTreaux Nylon Storage Tool Bag with Side Pockets and Shoulder Strap 15 x 9 In",42362,"Home & Garden|Tools & Workshop Equipment|Tool Boxes & Storage|Tool Bags, Belts & Pouches",19,14,0,5,,"Features; Manufacturer Warranty; Item Diameter; Unit Quantity; Unit Type"
5,365879996410,"5/32"" Chain Saw Diamond Sharpening Burr 1/8"" Shank ASR Outdoor",43220,"Collectibles|Knives, Swords & Blades|Blade Parts, Supplies & Accs|Blade Sharpeners & Stones",10,5,0,5,,"Blade Material; Handle Material; Original/Reproduction; Tang; Dexterity"
5,365879996413,"ToolTreaux Stainless Steel Scissors 5.5 Inch Straight Blade Blunt Point Edge",183191,"Crafts|Needlecrafts & Yarn|Embroidery & Cross Stitch|Hand Embroidery Tools & Accs|Embroidery Scissors",12,7,0,5,,"Blade Size; Type; Shape; Unit Quantity; Unit Type"
5,365879996419,"Galvanized Non-Rust Tent Peg Stake with Green Stopper 25pk",36120,"Sporting Goods|Camping & Hiking|Tents & Canopies|Tent & Canopy Accessories",16,11,0,5,,"Number in Pack; Mounting Type; Suitable For; Unit Quantity; Unit Type"
5,365880042748,"ToolTreaux 10X Jewelers Loupe 25mm Diameter Glass Lens Magnifier Plastic",262020,"Jewelry & Watches|Jewelry Care, Design & Repair|Jewelry Tools & Workbenches",12,7,0,5,,"Suitable For; Set Includes; Seller Warranty; Unit Quantity; Unit Type"
5,365880042752,"ASR Outdoor 7/32"" Chain Saw Diamond Sharpening Burr 1/8"" Shank 120 Grit",43220,"Collectibles|Knives, Swords & Blades|Blade Parts, Supplies & Accs|Blade Sharpeners & Stones",10,5,0,5,,"Blade Material; Handle Material; Original/Reproduction; Tang; Dexterity"
5,365880042766,"Universal Tool 10X Plastic Jewelers Loupe 25mm Diameter Glass Lens Magnifier",262020,"Jewelry & Watches|Jewelry Care, Design & Repair|Jewelry Tools & Workbenches",12,7,0,5,,"Suitable For; Set Includes; Seller Warranty; Unit Quantity; Unit Type"
4,125999834797,"Non-Metallic Covert Zirconia Ceramic Razor Blade (Wear-Resistant Non-Dulling)",181415,"Sporting Goods|Camping & Hiking|Outdoor Survival Gear|Other Outdoor Survival Gear",18,14,0,4,,"Set Includes; Vintage; Unit Quantity; Unit Type"
4,126097498290,"Magnetic Separator Pick Up Tool l Industrial Quality 16 lbs Quick Release Handle",11704,"Home & Garden|Tools & Workshop Equipment|Other Tools & Workshop Equipment",10,6,0,4,,"Type; Expiration Date; Unit Quantity; Unit Type"
4,126099617598,"Magnetic Separator Pick Up Tool Industrial Quality 8 lbs Quick Release Handle",11704,"Home & Garden|Tools & Workshop Equipment|Other Tools & Workshop Equipment",10,6,0,4,,"Type; Expiration Date; Unit Quantity; Unit Type"
4,126113669997,"6pc Universal Tool Heavy Duty Leather Hollow Punch Set",28133,"Crafts|Leathercrafts|Leathercraft Tools|Other Leather Tools",9,5,0,4,,"Unit of Sale; Handmade; Unit Quantity; Unit Type"
4,126383530718,"Diamond Sharpening Stone Knife and Blade Variety Coarse Grit Universal Set of 3",116005,"Home & Garden|Kitchen, Dining & Bar|Kitchen Tools & Gadgets|Sharpeners",12,8,0,4,,"Type; Making Method; Unit Quantity; Unit Type"
4,126421703850,"4 Inch ASR Outdoor Fixed Blade Tanto Point Hunting Neck Knife - Blue",73522,"Collectibles|Knives, Swords & Blades|Collectible Fixed Blade Knives|Modern Fixed Blade|Factory Manufactured",15,11,0,4,,"Blade Edge; Features; Original/Reproduction; Dexterity"
4,126462946756,"2 Pack GEAR AID Camo Form Self-Cling Reusable Gun Wrap 2"" x 144"" Various Colors",52509,"Sporting Goods|Hunting|Hunting Accessories|Other Hunting Accessories",17,13,0,4,,"Personalize; California Prop 65 Warning; MPN; Personalization Instructions"
4,127226971822,"ASR Outdoor 3pc Gold Pans with Bottle Snuffer Gold Panning Kit (Many Styles)",14955,"Business & Industrial|Test, Measurement & Inspection|Test Meters & Detectors|Metal Detectors",10,6,0,4,,"Features; Model; Unit Quantity; Unit Type"
4,127389768429,"ToolTreaux 10 Watt Mini Glue Gun and Hot Glue Sticks Crafting Supplies Kit, 3pc",183124,"Crafts|Multi-Purpose Craft Supplies|Adhesives & Tape|Glue Guns & Sticks",8,4,0,4,,"Type; Handmade; Unit Quantity; Unit Type"
4,127389838859,"ASR Outdoor TraversaLace 550 lb Paracord Glow in the Dark Survival Shoe Laces",169282,"Clothing, Shoes & Accessories|Specialty|Clothing & Shoe Care|Shoe Care & Repair|Shoe Laces",8,4,0,4,,"Shoelace Features; Shoelace Material; Unit Quantity; Unit Type"
4,127389838870,"0.7fl oz Glue Bottle Snifter Needle Tip Dispenser",11704,"Home & Garden|Tools & Workshop Equipment|Other Tools & Workshop Equipment",10,6,0,4,,"Type; Expiration Date; Unit Quantity; Unit Type"
4,127389838916,"Dual Sided 12pc Wax Clay Carving Pick Spatula Tool Set with Case Arts and Crafts",116496,"Crafts|Sculpting, Molding & Ceramics|Ceramics & Pottery|Pottery Tools & Sets",10,6,0,4,,"Suitable For; Handmade; Unit Quantity; Unit Type"
4,127389838937,"20pc Universal Hobby Complete Aluminum Storage Container Set 1 Inch Diameter",183080,"Crafts|Art Supplies|Collage Supplies",8,4,0,4,,"Theme; Handmade; Unit Quantity; Unit Type"
4,127389838948,"ASR Outdoor 55pc Compact Travel First Aid Kit in Resealable Bag Camping Hiking",181415,"Sporting Goods|Camping & Hiking|Outdoor Survival Gear|Other Outdoor Survival Gear",18,14,0,4,,"Suitable For; Vintage; Unit Quantity; Unit Type"
4,127389857808,"Metal Polish #1 Buffing Compound Removes Oxidation For Jewelry",183145,"Crafts|Leathercrafts|Leather Treatments & Paints|Polishing & Creasing Tools",9,5,0,4,,"Type; Handmade; Unit Quantity; Unit Type"
4,127389857832,"TychoTyke Kids Light Up 10 Inch Flying Disc Outdoor Fun Picnic Park Toys Orange",19017,"Toys & Hobbies|Outdoor Toys & Structures|Balls, Flying Discs & Boomerangs",10,6,0,4,,"Character Family; Age Level; Recommended Age Range; Vintage"
4,127389857845,"Kidplokio 2pc Space Toy Bundle Blue Blaster and Superhero Cinch Bag Boys 3 Up",19181,"Toys & Hobbies|Preschool Toys & Pretend Play|Other Preschool & Pretend Play",10,6,0,4,,"Age Level; Recommended Age Range; Type; Vintage"
4,127389857855,"ToolTreaux 4 Inch Clear Mini Glue Gun Hot Glue Sticks, Crafting Supplies, 12pcs",183124,"Crafts|Multi-Purpose Craft Supplies|Adhesives & Tape|Glue Guns & Sticks",8,4,0,4,,"Type; Handmade; Unit Quantity; Unit Type"
4,127389857871,"Gold Rush 4x Tweezer & Vial Combo Set (5-Pack)",11704,"Home & Garden|Tools & Workshop Equipment|Other Tools & Workshop Equipment",10,6,0,4,,"Type; Expiration Date; Unit Quantity; Unit Type"
4,127389857876,"Kidplokio 28pc Construction Toys Tool Box Work Bench Playset for Boys, Ages 3",2646,"Toys & Hobbies|Preschool Toys & Pretend Play|Brio",9,5,0,4,,"Character Family; Age Level; Recommended Age Range; Vintage"
4,127389857890,"Gear Aid Revivex 4 oz. Leather Footwear Water Repellent - 2-Pack",106123,"Clothing, Shoes & Accessories|Specialty|Clothing & Shoe Care|Shoe Care & Repair|Shoe Cleaners, Conditioners & Polishes",7,3,0,4,,"Type; California Prop 65 Warning; Unit Quantity; Unit Type"
4,127389878157,"Kidplokio 2pc Space Toy Bundle Green Blaster and Superhero Cinch Bag Boys 3 Up",19181,"Toys & Hobbies|Preschool Toys & Pretend Play|Other Preschool & Pretend Play",10,6,0,4,,"Age Level; Recommended Age Range; Type; Vintage"
4,127389878164,"Tactical Op Drops Anti-Fog and Lens Cleaning System .25 oz",27362,"Sporting Goods|Camping & Hiking|Clothing|Other Camping, Hiking Clothing",8,4,0,4,,"Gender; California Prop 65 Warning; Unit Quantity; Unit Type"
4,127389878177,"Barbie Girls Hair Accessories Gift Set 20pc Hair Clips Barrettes and Scrunchies",57920,"Clothing, Shoes & Accessories|Kids|Girls|Girls' Accessories|Hair Accessories",19,15,0,4,,"Material; Features; Pattern; Personalization Instructions"
